name,imageIndex,label,predictedClass,pNorm,epsilon
Dense5x60,8867,3,3,1,2.9345703125
Dense5x60,3549,3,8,1,1.259765625
Dense5x60,7065,3,3,1,2.2998046875
Dense5x60,8946,3,3,1,2.6806640625
Dense5x60,9582,3,3,1,2.451171875
Dense5x60,5796,3,3,1,2.7783203125
Dense5x60,683,3,3,1,0.8935546875
Dense5x60,4018,3,3,1,1.50390625
Dense5x60,500,3,3,1,3.75
Dense5x60,5841,3,5,1,0.05859375
Dense6x20,2703,0,0,1,3.1298828125
Dense6x20,3242,0,0,1,2.5146484375
Dense6x20,9387,0,0,1,3.642578125
Dense6x20,4448,0,0,1,3.203125
Dense6x20,750,0,0,1,2.3583984375
Dense6x20,8057,0,0,1,5.5029296875
Dense6x20,5259,0,0,1,3.90625
Dense6x20,6489,0,0,1,4.9658203125
Dense6x20,7830,0,0,1,4.1552734375
Dense6x20,981,0,0,1,2.6025390625
Dense6x20,2657,0,0,1,2.9931640625
Dense6x20,6131,0,0,1,4.9658203125
Dense6x20,71,0,0,1,3.6328125
Dense6x20,2714,0,0,1,3.2177734375
Dense6x20,1261,0,0,1,2.96875
Dense6x20,4788,0,0,1,1.1328125
Dense6x20,1047,0,0,1,4.052734375
Dense6x20,2824,0,0,1,1.4892578125
Dense6x20,7084,0,0,1,1.9921875
Dense6x20,9704,0,0,1,1.8408203125
Dense6x20,6877,0,0,1,2.3828125
Dense6x20,8307,0,0,1,3.837890625
Dense6x20,1438,0,0,1,1.9140625
Dense6x20,3574,0,5,1,0.6103515625
Dense6x20,4957,0,0,1,3.9208984375
Dense6x20,1197,0,0,1,1.7041015625
Dense6x20,5756,0,0,1,3.6865234375
Dense6x20,4857,0,0,1,1.103515625
Dense6x20,1777,0,0,1,2.16796875
Dense6x20,6383,0,0,1,2.2021484375
Dense6x20,9705,1,1,1,1.884765625
Dense6x20,8268,1,1,1,1.8798828125
Dense6x20,2228,1,1,1,1.0888671875
Dense6x20,4450,1,1,1,1.2060546875
Dense6x20,9378,1,1,1,1.8359375
Dense6x20,9282,1,1,1,1.4404296875
Dense6x20,6556,1,1,1,0.634765625
Dense6x20,6083,1,1,1,1.03515625
Dense6x20,7847,1,8,1,0.625
Dense6x20,8930,1,1,1,2.197265625
Dense6x20,963,1,1,1,1.03515625
Dense6x20,2576,1,1,1,0.9375
Dense6x20,2245,1,1,1,0.947265625
Dense6x20,3019,1,1,1,1.083984375
Dense6x20,4564,1,1,1,1.9140625
Dense6x20,6222,1,1,1,2.109375
Dense6x20,180,1,1,1,1.240234375
Dense6x20,1011,1,1,1,2.0947265625
Dense6x20,8078,1,1,1,1.1376953125
Dense6x20,5893,1,1,1,1.337890625
Dense6x20,6634,1,1,1,1.4697265625
Dense6x20,1360,1,1,1,1.30859375
Dense6x20,5661,1,1,1,1.884765625
Dense6x20,9143,1,1,1,1.4990234375
Dense6x20,1424,1,1,1,1.5087890625
Dense6x20,2885,1,1,1,1.220703125
Dense6x20,267,1,1,1,1.728515625
Dense6x20,7561,1,1,1,1.6748046875
Dense6x20,1753,1,1,1,1.4990234375
Dense6x20,9984,1,1,1,1.2548828125
Dense6x20,6107,3,3,1,2.7490234375
Dense6x20,4770,3,3,1,2.998046875
Dense6x20,4833,3,2,1,1.3720703125
Dense6x20,1208,3,3,1,1.5771484375
Dense6x20,2767,3,3,1,3.2373046875
Dense6x20,6739,3,2,1,0.439453125
Dense6x20,1531,3,3,1,1.58203125
Dense6x20,1315,3,5,1,0.5224609375
Dense6x20,9882,3,3,1,1.25
Dense6x20,205,3,3,1,2.2509765625
Dense6x20,30,3,3,1,2.1923828125
Dense6x20,1832,3,3,1,1.0986328125
Dense6x20,7055,3,3,1,2.3486328125
Dense6x20,9742,3,3,1,1.0107421875
Dense6x20,3083,3,3,1,3.6865234375
Dense6x20,2924,3,3,1,2.3193359375
Dense6x20,6030,3,3,1,1.8408203125
Dense6x20,2931,3,3,1,1.5087890625
Dense6x20,4613,3,3,1,1.669921875
Dense6x20,2255,3,3,1,1.11328125
Dense6x20,2080,3,3,1,1.875
Dense6x20,8263,3,3,1,0.869140625
Dense6x20,1889,3,3,1,2.373046875
Dense6x20,6289,3,3,1,1.572265625
Dense6x20,3167,3,3,1,0.2001953125
Dense6x20,855,3,3,1,1.34765625
Dense6x20,2305,3,3,1,2.0361328125
Dense6x20,3487,3,3,1,3.5791015625
Dense6x20,2893,3,3,1,4.6484375
Dense6x20,2884,3,3,1,1.7236328125
